time amount src dst successes fails acceptRatio averageImbalance averagePathLength averageFee feesPaid minFunds maxFunds
1.41031 1933674187 107 56 1 0 1 0.104842 7 2.81702e+08 2.81702e+08 1000025062 2073267055
7.54721 1762834616 163 74 2 0 1 0.104842 8 2.77887e+08 5.55774e+08 1000025062 2073267055
10.0185 1305390239 104 155 3 0 1 0.104842 6.66667 2.11087e+08 6.33261e+08 1000025062 2073267055
21.3774 1406757384 44 11 4 0 1 0.104842 8.5 2.55171e+08 1.02068e+09 1000025062 2073267055
48.664 1351186167 10 95 5 0 1 0.105225 7.6 2.15849e+08 1.07924e+09 57945774 2073267055
55.9915 1250928831 91 103 6 0 1 0.105225 7.5 2.07429e+08 1.24457e+09 57945774 2073267055
56.3433 1576231114 139 115 7 0 1 0.105225 6.85714 1.83544e+08 1.28481e+09 57945774 2073267055
63.8872 1420112170 136 66 8 0 1 0.106022 6.5 1.70558e+08 1.36447e+09 57945774 2073267055
63.9645 1496762208 115 147 9 0 1 0.106022 6.66667 1.75757e+08 1.58181e+09 57945774 2073267055
64.6563 1352744014 135 107 10 0 1 0.106022 7.1 1.77131e+08 1.77131e+09 57945774 2073267055
76.2645 1444514708 70 122 11 0 1 0.105921 7.27273 1.79901e+08 1.97891e+09 57945774 2073267055
102.92 1432808184 121 25 12 0 1 0.106313 7.5 1.86843e+08 2.24211e+09 57945774 2073267055
110.405 1351475049 162 179 13 0 1 0.106788 7.38462 1.80192e+08 2.3425e+09 57945774 2073267055
121.016 1026956732 48 152 14 0 1 0.106788 7.5 1.74513e+08 2.44319e+09 57945774 2073267055
133.095 2094542244 23 41 15 0 1 0.106788 7.46667 1.7772e+08 2.6658e+09 57945774 2073267055
147.458 1327033956 22 109 16 0 1 0.107011 7.375 1.7276e+08 2.76415e+09 57945774 2073267055
147.945 1420781742 16 137 17 0 1 0.107011 7.47059 1.76483e+08 3.00021e+09 57945774 2073267055
151.923 1123026770 75 167 18 0 1 0.106775 7.38889 1.70817e+08 3.0747e+09 57945774 2073267055
166.046 1273579456 71 153 19 0 1 0.107181 7.31579 1.6614e+08 3.15666e+09 57945774 2073267055
170.592 1744176286 99 149 20 0 1 0.107181 7.55 1.77727e+08 3.55455e+09 57945774 2073267055
211.077 1464220943 46 44 21 0 1 0.107107 7.61905 1.79202e+08 3.76324e+09 57945774 2073267055
225.075 1514019362 112 130 22 0 1 0.1078 7.36364 1.72615e+08 3.79753e+09 57945774 2073267055
225.829 1108384620 130 33 23 0 1 0.1078 7.3913 1.69938e+08 3.90858e+09 57945774 2073267055
247.432 1310986168 148 31 24 0 1 0.108625 7.16667 1.63404e+08 3.92169e+09 57945774 2073267055
253.166 1621175034 96 124 25 0 1 0.108625 7.32 1.68776e+08 4.2194e+09 57945774 2073267055
259.662 1543703121 182 3 26 0 1 0.109721 7.30769 1.68899e+08 4.39138e+09 57945774 2073267055
262.877 1469708905 88 103 27 0 1 0.109721 7.18519 1.66303e+08 4.49017e+09 57945774 2073267055
264.698 1515058593 154 13 28 0 1 0.109721 7.28571 1.69584e+08 4.74835e+09 57945774 2073267055
287.492 1283682963 74 187 29 0 1 0.10929 7.44828 1.70263e+08 4.93764e+09 57945774 2073267055
288.117 1660136919 192 50 29 1 0.966667 0.10929 7.44828 1.70263e+08 4.93764e+09 57945774 2073267055
295.139 1418785321 84 65 30 1 0.967742 0.10929 7.5 1.70133e+08 5.104e+09 57945774 2073267055
298.982 1256046039 142 115 31 1 0.96875 0.10929 7.64516 1.71314e+08 5.31073e+09 57945774 2073267055
305.794 1739671930 77 187 32 1 0.969697 0.108911 7.75 1.75996e+08 5.63188e+09 57945774 2073267055
306.745 1809794883 121 72 33 1 0.970588 0.108911 7.60606 1.72747e+08 5.70066e+09 57945774 2073267055
307.511 1026714639 16 84 34 1 0.971429 0.108911 7.64706 1.70559e+08 5.799e+09 57945774 2073267055
312.358 1418078216 94 57 35 1 0.972222 0.108911 7.62857 1.71027e+08 5.98593e+09 57945774 2073267055
336.871 1543327982 133 172 36 1 0.972973 0.10882 7.52778 1.687e+08 6.07318e+09 57945774 2073267055
343.116 1052156616 48 142 37 1 0.973684 0.10882 7.54054 1.67094e+08 6.18246e+09 57945774 2073267055
343.629 1269833398 46 159 38 1 0.974359 0.10882 7.57895 1.67122e+08 6.35062e+09 57945774 2073267055
358.335 829710919 98 0 39 1 0.975 0.10894 7.53846 1.63922e+08 6.39295e+09 57945774 2073267055
359.675 1187731663 192 26 40 1 0.97561 0.10894 7.5 1.61624e+08 6.46497e+09 57945774 2073267055
371.337 1664211911 159 189 41 1 0.97619 0.109677 7.43902 1.6056e+08 6.58297e+09 57945774 2073267055
381.267 1009708222 58 101 41 2 0.953488 0.110431 7.45271 1.59018e+08 6.68029e+09 57945774 2073267055
394.192 1840778524 165 166 42 2 0.954545 0.110699 7.53717 1.64989e+08 7.09011e+09 57945774 2073267055
416.135 1836480002 9 8 42 3 0.933333 0.110699 7.53717 1.64989e+08 7.09011e+09 57945774 2073267055
419.793 1064431351 30 153 43 3 0.934783 0.11211 7.57119 1.63708e+08 7.19998e+09 57945774 2073267055
426.993 1044421894 40 17 44 3 0.93617 0.111711 7.5582 1.62813e+08 7.32434e+09 57945774 2073267055
445.7 1531465514 139 141 45 3 0.9375 0.112632 7.43469 1.59956e+08 7.35856e+09 57945774 2073267055
464.121 1284197274 40 46 46 3 0.938776 0.113247 7.44698 1.59462e+08 7.49583e+09 57945774 2073267055
469.489 1077347391 87 93 45 5 0.9 0.113661 7.30371 1.55919e+08 7.49583e+09 57945774 2073267055
475.799 1524858588 164 65 46 5 0.901961 0.113661 7.34059 1.57912e+08 7.74343e+09 57945774 2073267055
477.763 1372878840 46 107 47 5 0.903846 0.113661 7.33334 1.56982e+08 7.85763e+09 57945774 2073267055
486.241 1628189350 170 173 48 5 0.90566 0.113935 7.2639 1.56117e+08 7.9731e+09 57945774 2073267055
486.577 1473528330 62 29 49 5 0.907407 0.113935 7.31974 1.58141e+08 8.2284e+09 57945774 2073267055
493.478 1677592735 138 163 50 5 0.909091 0.113935 7.35334 1.60274e+08 8.49318e+09 57945774 2073267055
507.273 1557368556 108 114 51 5 0.910714 0.11433 7.28759 1.59002e+08 8.58856e+09 57945774 2073267055
