time amount src dst successes fails acceptRatio averageImbalance averagePathLength averageFee feesPaid minFunds maxFunds
1.41031 1933674187 107 56 1 0 1 0.10201 19 2.45504e+08 2.45504e+08 143719348 2073267055
7.54721 1762834616 163 74 2 0 1 0.0998573 18.5 2.2808e+08 4.56159e+08 143719348 2073267055
10.0185 1305390239 104 155 3 0 1 0.0983324 18.6667 1.77302e+08 5.31907e+08 143719348 2073267055
21.3774 1406757384 44 11 4 0 1 0.0989292 15.25 1.63661e+08 6.54645e+08 143719348 2073267055
48.664 1351186167 10 95 5 0 1 0.0980766 13 1.42641e+08 7.13203e+08 143719348 2073267055
55.9915 1250928831 91 103 6 0 1 0.0968803 14.1667 1.35078e+08 8.1047e+08 143719348 2073267055
56.3433 1576231114 139 115 7 0 1 0.0963977 12.5714 1.22863e+08 8.60043e+08 143719348 2073267055
63.8872 1420112170 136 66 8 0 1 0.0933682 14.5 1.25669e+08 1.00535e+09 143719348 2073267055
63.9645 1496762208 115 147 9 0 1 0.0901261 16.6667 1.35024e+08 1.21522e+09 143719348 2073267055
64.6563 1352744014 135 107 10 0 1 0.0887625 16.4 1.31954e+08 1.31954e+09 622615443 2073267055
76.2645 1444514708 70 122 11 0 1 0.0885391 15.7273 1.42614e+08 1.56875e+09 622615443 2073267055
102.92 1432808184 121 25 12 0 1 0.0870411 16.25 1.4194e+08 1.70328e+09 820091355 2073267055
