time amount src dst successes fails acceptRatio averageImbalance averagePathLength averageFee feesPaid minFunds maxFunds
1.41031 1933674187 107 56 0 1 0 0.104842 0 0 0 1000025062 2073267055
7.54721 1762834616 163 74 0 2 0 0.104842 0 0 0 1000025062 2073267055
10.0185 1305390239 104 155 0 3 0 0.104842 0 0 0 1000025062 2073267055
21.3774 1406757384 44 11 0 4 0 0.104842 0 0 0 1000025062 2073267055
48.664 1351186167 10 95 0 5 0 0.104842 0 0 0 1000025062 2073267055
55.9915 1250928831 91 103 0 6 0 0.104842 0 0 0 1000025062 2073267055
56.3433 1576231114 139 115 0 7 0 0.104842 0 0 0 1000025062 2073267055
63.8872 1420112170 136 66 0 8 0 0.104842 0 0 0 1000025062 2073267055
63.9645 1496762208 115 147 0 9 0 0.104842 0 0 0 1000025062 2073267055
64.6563 1352744014 135 107 0 10 0 0.104842 0 0 0 1000025062 2073267055
76.2645 1444514708 70 122 0 11 0 0.104842 0 0 0 1000025062 2073267055
102.92 1432808184 121 25 0 12 0 0.104842 0 0 0 1000025062 2073267055
