time amount src dst successes fails acceptRatio averageImbalance averagePathLength averageFee feesPaid minFunds maxFunds
1.41031 1933674187 107 56 1 0 1 0.104842 19 2.45504e+08 2.45504e+08 1000025062 2073267055
7.54721 1762834616 163 74 2 0 1 0.104842 18.5 2.2808e+08 4.56159e+08 1000025062 2073267055
10.0185 1305390239 104 155 3 0 1 0.104842 17 1.69155e+08 5.07465e+08 1000025062 2073267055
21.3774 1406757384 44 11 4 0 1 0.104842 20.25 1.65219e+08 6.60875e+08 1000025062 2073267055
48.664 1351186167 10 95 5 0 1 0.104842 17 1.43887e+08 7.19434e+08 1000025062 2073267055
55.9915 1250928831 91 103 6 0 1 0.105148 17.5 1.36117e+08 8.16701e+08 143719348 2073267055
56.3433 1576231114 139 115 7 0 1 0.105148 15.4286 1.2242e+08 8.56938e+08 143719348 2073267055
63.8872 1420112170 136 66 8 0 1 0.105006 14 1.17075e+08 9.36596e+08 143719348 2073267055
63.9645 1496762208 115 147 9 0 1 0.105006 13.3333 1.28215e+08 1.15394e+09 143719348 2073267055
64.6563 1352744014 135 107 10 0 1 0.105006 13.4 1.25382e+08 1.25382e+09 143719348 2073267055
76.2645 1444514708 70 122 11 0 1 0.10513 13 1.32856e+08 1.46142e+09 143719348 2073267055
102.92 1432808184 121 25 12 0 1 0.106173 14.1667 1.33325e+08 1.59991e+09 143719348 2073267055
110.405 1351475049 162 179 13 0 1 0.106108 14.4615 1.28377e+08 1.66891e+09 143719348 2073267055
121.016 1026956732 48 152 14 0 1 0.106186 14.7857 1.2321e+08 1.72494e+09 143719348 2073267055
133.095 2094542244 23 41 15 0 1 0.105814 14.2667 1.29837e+08 1.94755e+09 143719348 2073267055
147.458 1327033956 22 109 16 0 1 0.105498 14.125 1.26051e+08 2.01682e+09 143719348 2073267055
147.945 1420781742 16 137 17 0 1 0.105498 14.0588 1.25162e+08 2.12775e+09 143719348 2073267055
151.923 1123026770 75 167 18 0 1 0.104907 13.6111 1.22347e+08 2.20225e+09 143719348 2073267055
166.046 1273579456 71 153 19 0 1 0.10412 13.8947 1.19646e+08 2.27328e+09 143719348 2073267055
170.592 1744176286 99 149 20 0 1 0.103789 14.3 1.26518e+08 2.53036e+09 143719348 2073267055
211.077 1464220943 46 44 21 0 1 0.102968 13.8095 1.24498e+08 2.61445e+09 143719348 2073267055
225.075 1514019362 112 130 22 0 1 0.102361 13.2727 1.20397e+08 2.64873e+09 143719348 2073267055
225.829 1108384620 130 33 23 0 1 0.102361 12.913 1.18779e+08 2.73191e+09 143719348 2073267055
247.432 1310986168 148 31 24 0 1 0.102329 12.4583 1.14376e+08 2.74502e+09 143719348 2073267055
253.166 1621175034 96 124 25 0 1 0.102208 12.84 1.15736e+08 2.89339e+09 143719348 2073267055
259.662 1543703121 182 3 26 0 1 0.102208 12.4615 1.14039e+08 2.96501e+09 143719348 2073267055
262.877 1469708905 88 103 27 0 1 0.101739 12.1481 1.13474e+08 3.06381e+09 143719348 2073267055
264.698 1515058593 154 13 28 0 1 0.101739 12.5357 1.14171e+08 3.1968e+09 143719348 2073267055
287.492 1283682963 74 187 29 0 1 0.101853 12.6552 1.12494e+08 3.26231e+09 143719348 2073267055
288.117 1660136919 192 50 29 1 0.966667 0.101853 12.6552 1.12494e+08 3.26231e+09 143719348 2073267055
295.139 1418785321 84 65 30 1 0.967742 0.102272 12.7667 1.13755e+08 3.41264e+09 143719348 2073267055
298.982 1256046039 142 115 31 1 0.96875 0.102272 13.2258 1.16733e+08 3.61873e+09 143719348 2073267055
305.794 1739671930 77 187 32 1 0.969697 0.102399 13.3125 1.16024e+08 3.71278e+09 143719348 2073267055
306.745 1809794883 121 72 33 1 0.970588 0.102399 13 1.14593e+08 3.78156e+09 143719348 2073267055
307.511 1026714639 16 84 34 1 0.971429 0.102399 12.9118 1.13079e+08 3.8447e+09 143719348 2073267055
312.358 1418078216 94 57 35 1 0.972222 0.101187 13.2571 1.13772e+08 3.98201e+09 143719348 2073267055
336.871 1543327982 133 172 36 1 0.972973 0.101873 13.9722 1.18034e+08 4.24924e+09 143719348 2073267055
343.116 1052156616 48 142 37 1 0.973684 0.101215 13.7297 1.16782e+08 4.32092e+09 143719348 2073267055
343.629 1269833398 46 159 38 1 0.974359 0.101215 14 1.16165e+08 4.41427e+09 143719348 2073267055
358.335 829710919 98 0 39 1 0.975 0.101558 13.9231 1.14161e+08 4.45229e+09 143719348 2073267055
359.675 1187731663 192 26 40 1 0.97561 0.101558 14.125 1.13242e+08 4.52966e+09 143719348 2073267055
371.337 1664211911 159 189 41 1 0.97619 0.101043 13.9024 1.13358e+08 4.64767e+09 143719348 2073267055
381.267 1009708222 58 101 42 1 0.976744 0.100035 13.6429 1.11422e+08 4.67974e+09 143719348 2073267055
394.192 1840778524 165 166 43 1 0.977273 0.0998466 13.7209 1.14301e+08 4.91492e+09 143719348 2073267055
416.135 1836480002 9 8 43 2 0.955556 0.0998466 13.7209 1.14301e+08 4.91492e+09 143719348 2073267055
419.793 1064431351 30 153 44 2 0.956522 0.0991199 13.7955 1.12857e+08 4.96569e+09 143719348 2073267055
426.993 1044421894 40 17 45 2 0.957447 0.0988382 14 1.12506e+08 5.06277e+09 143719348 2073267055
445.7 1531465514 139 141 46 2 0.958333 0.0988429 13.7391 1.10804e+08 5.097e+09 143719348 2073267055
464.121 1284197274 40 46 47 2 0.959184 0.0989294 13.8511 1.10171e+08 5.17803e+09 117822860 2073267055
469.489 1077347391 87 93 48 2 0.96 0.0989294 13.7708 1.08806e+08 5.22267e+09 117822860 2073267055
475.799 1524858588 164 65 49 2 0.960784 0.0989461 13.6531 1.10288e+08 5.40413e+09 117822860 2073267055
477.763 1372878840 46 107 50 2 0.961538 0.0989461 13.54 1.10846e+08 5.5423e+09 117822860 2073267055
486.241 1628189350 170 173 51 2 0.962264 0.0980957 13.549 1.1161e+08 5.6921e+09 117822860 2073267055
486.577 1473528330 62 29 52 2 0.962963 0.0980957 13.5962 1.11177e+08 5.78119e+09 117822860 2073267055
493.478 1677592735 138 163 53 2 0.963636 0.0980928 13.9811 1.13412e+08 6.01085e+09 117822860 2073267055
507.273 1557368556 108 114 53 3 0.946429 0.0986483 13.7928 1.13378e+08 6.12243e+09 117822860 2073267055
529.413 1287308476 103 4 51 6 0.894737 0.099687 13.8361 1.13746e+08 6.25458e+09 117822860 2073267055
547.867 1417558204 112 171 51 7 0.87931 0.099924 14.0942 1.14167e+08 6.38981e+09 117822860 2073267055
550.259 1859771141 4 38 52 7 0.881356 0.0999041 13.9962 1.18999e+08 6.75525e+09 117822860 2073267055
551.657 1816380414 134 69 53 7 0.883333 0.0999041 13.8642 1.20457e+08 6.95153e+09 117822860 2073267055
554.867 1386489421 76 117 54 7 0.885246 0.0999041 13.7001 1.20003e+08 7.04745e+09 117822860 2073267055
560.217 1353479047 33 5 55 7 0.887097 0.100199 13.4692 1.17821e+08 7.04745e+09 117822860 2073267055
572.589 1463710070 117 185 56 7 0.888889 0.100145 13.4429 1.17254e+08 7.1335e+09 117822860 2073267055
575.332 1522524222 185 86 57 7 0.890625 0.100145 13.4527 1.17707e+08 7.2766e+09 117822860 2073267055
579.153 1606580927 144 103 58 7 0.892308 0.100145 13.5656 1.18584e+08 7.44515e+09 117822860 2073267055
589.71 1847367067 98 32 59 7 0.893939 0.10089 13.4374 1.20216e+08 7.66005e+09 117822860 2073267055
601.146 1815416713 139 133 58 9 0.865672 0.101559 13.3091 1.21731e+08 7.86814e+09 117822860 2073267055
606.052 2246309067 19 109 59 9 0.867647 0.101559 13.3717 1.24305e+08 8.14173e+09 117822860 2073267055
607.648 1736102730 117 88 60 9 0.869565 0.101559 13.5988 1.25444e+08 8.33434e+09 117822860 2073267055
626.329 2054004666 30 100 61 9 0.871429 0.102141 13.671 1.27938e+08 8.61195e+09 55181502 2073267055
657.431 1507159407 64 7 62 9 0.873239 0.1031 13.9021 1.28358e+08 8.76595e+09 55181502 2073267055
659.035 1348026509 49 21 63 9 0.875 0.1031 13.9513 1.27683e+08 8.85174e+09 55181502 2073267055
664.29 2144671164 187 154 63 10 0.863014 0.103222 13.7933 1.28233e+08 9.01411e+09 55181502 2073267055
672.612 1800717909 102 97 64 10 0.864865 0.101726 13.8747 1.29854e+08 9.24605e+09 55181502 2073267055
679.316 1461476482 95 142 65 10 0.866667 0.101726 14.1227 1.33063e+08 9.58449e+09 55181502 2073267055
711.783 2077086594 106 55 63 13 0.828947 0.102724 14.2954 1.34283e+08 9.79442e+09 55181502 2073267055
714.011 1574252181 187 47 64 13 0.831169 0.102724 14.3845 1.3587e+08 1.00303e+10 55181502 2073267055
723.934 964479945 82 119 65 13 0.833333 0.102769 14.3171 1.36016e+08 1.01757e+10 55181502 2073267055
734.468 1595085154 50 130 66 13 0.835443 0.102374 14.2668 1.38256e+08 1.04595e+10 55181502 2073267055
750.717 1435804788 0 187 67 13 0.8375 0.102129 14.1434 1.3689e+08 1.05062e+10 55181502 2073267055
757.188 1611950856 87 21 68 13 0.839506 0.102129 14.2149 1.37744e+08 1.07012e+10 55181502 2073267055
759.46 1291520667 153 19 69 13 0.841463 0.102129 14.0958 1.37172e+08 1.07995e+10 55181502 2073267055
782.655 1866137719 67 66 69 13 0.841463 0.102129 14.0958 1.37172e+08 1.07995e+10 55181502 2073267055
784.186 1279108153 11 114 69 14 0.831325 0.10215 14.1959 1.37621e+08 1.09676e+10 55181502 2073267055
789.468 1921656217 32 31 70 14 0.833333 0.10215 14.4073 1.39112e+08 1.12096e+10 55181502 2073267055
811.153 1488716755 11 29 69 16 0.811765 0.103849 14.2565 1.3876e+08 1.13244e+10 55181502 2073267055
812.923 1138414135 82 130 70 16 0.813953 0.103849 14.0814 1.37234e+08 1.13564e+10 55181502 2073267055
817.469 930969289 61 12 71 16 0.816092 0.103849 14.1507 1.36607e+08 1.14491e+10 55181502 2073267055
818.921 964864824 173 117 72 16 0.818182 0.103849 14.0514 1.35587e+08 1.15122e+10 55181502 2073267055
824.996 1553356115 77 162 72 17 0.808989 0.103995 13.8701 1.33704e+08 1.15122e+10 55181502 2073267055
831.016 1535855799 149 176 72 18 0.8 0.104185 13.7191 1.32806e+08 1.15813e+10 55181502 2073267055
857.851 1697488716 67 37 72 18 0.8 0.104185 13.7191 1.32806e+08 1.15813e+10 55181502 2073267055
860.275 1392022014 142 175 71 20 0.78022 0.105917 13.7935 1.33431e+08 1.17585e+10 55181502 2073267055
884.235 1555342468 71 17 71 21 0.771739 0.105832 14.0077 1.34289e+08 1.19528e+10 55181502 2073267055
903.958 2027800989 112 162 71 22 0.763441 0.106043 13.9935 1.35124e+08 1.21464e+10 55181502 2073267055
911.009 1248616126 175 153 71 23 0.755319 0.105793 13.8387 1.33574e+08 1.21715e+10 55181502 2073267055
928.023 1490160280 22 75 71 24 0.747368 0.105648 13.7142 1.32158e+08 1.22046e+10 55181502 2073267055
934.226 1788387809 76 137 72 24 0.75 0.105788 13.5793 1.32004e+08 1.23256e+10 55181502 2073267055
944.243 1487124201 141 47 72 25 0.742268 0.106172 13.4184 1.30632e+08 1.23588e+10 55181502 2073267055
961.656 1256308230 78 195 73 25 0.744898 0.106485 13.4538 1.30574e+08 1.24852e+10 55181502 2073267055
973.769 1178019500 171 158 74 25 0.747475 0.107796 13.6233 1.30153e+08 1.25846e+10 55181502 2073267055
1004.65 1924001089 85 14 73 27 0.73 0.108503 13.4915 1.29847e+08 1.26924e+10 55181502 2073267055
1008.07 1476380935 148 186 74 27 0.732673 0.108503 13.3903 1.29711e+08 1.28122e+10 55181502 2073267055
1015.29 388407466 60 29 75 27 0.735294 0.107439 13.2784 1.28233e+08 1.28311e+10 55181502 2073267055
1020.64 1450044715 47 192 76 27 0.737864 0.107482 13.3142 1.28177e+08 1.29551e+10 55181502 2073267055
1041.56 1271677739 166 39 76 28 0.730769 0.106609 13.218 1.27782e+08 1.30532e+10 55181502 2073267055
1054.64 1599300485 88 117 77 28 0.733333 0.106625 13.1113 1.27715e+08 1.31758e+10 55181502 2073267055
1067.22 1101517723 86 73 78 28 0.735849 0.105685 13.2124 1.27872e+08 1.33158e+10 55181502 2073267055
1079.48 1176597312 134 199 79 28 0.738318 0.105181 13.1844 1.26974e+08 1.33728e+10 55181502 2073267055
1079.67 1592203897 139 80 80 28 0.740741 0.105181 13.1821 1.26838e+08 1.34888e+10 55181502 2073267055
1087.11 1365307544 1 95 81 28 0.743119 0.105926 13.1798 1.26256e+08 1.35685e+10 55181502 2073267055
1087.79 1842248067 127 129 82 28 0.745455 0.105926 13.202 1.26773e+08 1.37371e+10 55181502 2073267055
1094.5 1334498064 77 66 83 28 0.747748 0.106184 13.055 1.25245e+08 1.37371e+10 55181502 2073267055
1105.96 1847723247 138 28 83 29 0.741071 0.106461 12.958 1.2555e+08 1.38877e+10 55181502 2073267055
1130.8 1128093307 28 120 81 32 0.716814 0.108869 12.9585 1.24592e+08 1.39356e+10 27381320 2073267055
1152.88 1834887278 1 184 81 33 0.710526 0.110319 12.8355 1.24313e+08 1.40376e+10 55181502 2073267055
1154.38 982039445 58 166 82 33 0.713043 0.110319 12.8863 1.23859e+08 1.41247e+10 55181502 2073267055
1199.81 1536302946 24 126 83 33 0.715517 0.108139 12.8877 1.23685e+08 1.42341e+10 55181502 2073267055
1205.72 1139571927 151 133 83 34 0.709402 0.10838 12.9854 1.23257e+08 1.43223e+10 55181502 2073267055
1212.94 1456058535 2 158 84 34 0.711864 0.109496 13.0689 1.23228e+08 1.44431e+10 55181502 2073267055
1218.74 1201810621 102 143 85 34 0.714286 0.109496 13.2681 1.23286e+08 1.45712e+10 55181502 2073267055
1235.17 1148690223 168 46 86 34 0.716667 0.10861 13.1371 1.21986e+08 1.45827e+10 55748179 2073267055
1237.55 1302848774 40 113 87 34 0.719008 0.10861 13.2275 1.21816e+08 1.469e+10 55748179 2073267055
1239.21 1441411744 166 84 88 34 0.721311 0.10861 13.3385 1.21862e+08 1.48158e+10 55748179 2073267055
1248.8 1217767989 186 117 89 34 0.723577 0.108786 13.2673 1.20865e+08 1.4849e+10 55748179 2073267055
1248.8 1090033035 73 92 90 34 0.725806 0.108786 13.1643 1.2032e+08 1.49208e+10 55748179 2073267055
1261.8 1808898066 26 20 91 34 0.728 0.108509 13.1296 1.19979e+08 1.501e+10 55748179 2073267055
1267.21 1581367490 133 166 92 34 0.730159 0.108509 13.0738 1.2085e+08 1.52102e+10 55748179 2073267055
1278.62 1531661070 55 143 93 34 0.732283 0.109674 12.9762 1.20373e+08 1.52866e+10 55748179 2073267055
1296.72 1081024530 118 167 92 36 0.71875 0.10873 13.2374 1.21188e+08 1.5482e+10 55748179 2073267055
1314.37 1867980293 69 106 92 37 0.713178 0.108923 13.2239 1.20521e+08 1.55418e+10 55748179 2073267055
1315.22 1911360127 132 64 93 37 0.715385 0.108923 13.3506 1.21306e+08 1.57353e+10 55748179 2073267055
1325.15 988973306 190 23 94 37 0.717557 0.109501 13.2511 1.20334e+08 1.57653e+10 55748179 2073267055
